"","logFC","logCPM","PValue","FDR"
"gene:MD11G1132500",-6.44473209997425,4.69669265502622,0,0
"gene:MD05G1320100",-6.41379186159247,7.99692388161448,0,0
"gene:MD16G1182000",-6.36554495071835,5.21382375810491,0,0
"gene:MD06G1071600",-6.3633631002703,7.02157722945421,0,0
"gene:MD01G1234400",-6.30331332169226,5.02527030343328,0,0
"gene:MD17G1130100",6.27430093053006,6.31541561036369,0,0
"gene:MD15G1271900",-6.26768733653297,4.46010412712036,0,0
"gene:MD15G1386800",-6.21872808271166,4.47476730784519,0,0
"gene:MD16G1042700",-6.21524785699021,6.60906384512361,0,0
"gene:MD11G1060600",-6.13783413439784,5.17992374532661,0,0
"gene:MD13G1047800",-6.11062817490733,4.36885087724286,0,0
"gene:MD03G1001100",-6.06246111398588,5.68445504604548,0,0
"gene:MD15G1113800",-6.0536312301086,6.22419057150639,0,0
"gene:MD08G1046600",-6.00958386005656,7.43727160474459,0,0
"gene:MD07G1064400",-5.96142152421386,3.95440002360972,0,0
"gene:MD01G1167300",-5.92633200917238,6.92107914997532,0,0
"gene:MD02G1014800",-5.90428445121844,7.47644759792889,0,0
"gene:MD13G1257800",-5.86962052625573,6.01049987346785,0,0
"gene:MD13G1285100",-5.84427036509243,4.61888490060789,0,0
"gene:MD06G1009400",-5.81944378324387,6.49781812246779,0,0
"gene:MD04G1003000",-5.81586678904707,8.40614115273993,0,0
"gene:MD17G1130000",5.80772042211558,7.18332415518772,0,0
"gene:MD14G1058300",-5.78626419785723,6.25542657545418,0,0
"gene:MD13G1056500",-5.77029115789744,5.97827692413263,0,0
"gene:MD12G1103600",-5.76806487769112,4.15183034730989,0,0
"gene:MD06G1138800",-5.70637122309592,5.01694614300136,0,0
"gene:MD15G1113900",-5.69551317008708,6.54932843262297,0,0
"gene:MD16G1197900",-5.57681878857319,4.26956598660828,0,0
"gene:MD06G1232000",-5.57568018721447,4.22207403184819,0,0
"gene:MD17G1027400",-5.5261482559036,4.58173905639967,0,0
"gene:MD11G1274100",-5.5261200761791,5.37969271356012,0,0
"gene:MD10G1079800",-5.51939008907062,5.15282653208031,0,0
"gene:MD04G1003400",-5.46554055799589,8.26745136740696,0,0
"gene:MD10G1278800",-5.44118890259737,4.60191666448862,0,0
"gene:MD17G1244400",-5.43939939006163,6.75751044474704,0,0
"gene:MD15G1024100",-5.33038848196614,7.36675670678228,0,0
"gene:MD05G1155100",-5.3284450449774,10.3492160061918,0,0
"gene:MD09G1027400",-5.31698143792665,6.8513212542909,0,0
"gene:MD09G1199000",-5.30432475775071,4.46908322885736,0,0
"gene:MD10G1306900",-5.29661564643818,4.20946590351497,0,0
"gene:MD07G1157600",-5.29302586746439,5.55934321267607,0,0
"gene:MD15G1060800",-5.28835774956555,4.24030581525826,0,0
"gene:MD10G1197100",-5.2630151093097,4.25359372798228,0,0
"gene:MD17G1225100",-5.21027087332374,8.18819916206178,0,0
"gene:MD03G1086300",-5.19424265466652,4.54824062588819,0,0
"gene:MD01G1050200",-5.17986493692239,4.4444636433729,0,0
"gene:MD11G1268600",-5.17307431898348,5.4273747185564,0,0
"gene:MD07G1249700",-5.15058288345289,6.70217002035192,0,0
"gene:MD07G1156200",-5.13421422640871,6.07152646940461,0,0
"gene:MD01G1087400",-5.11917257959909,5.4210795690893,0,0
"gene:MD12G1128600",-5.10926201283283,5.30188515333354,0,0
"gene:MD05G1312700",-5.10750892748232,6.4710539167441,0,0
"gene:MD11G1055100",-5.09047613547074,5.12933543355232,0,0
"gene:MD10G1337700",-5.06879629959047,5.84386404305532,0,0
"gene:MD05G1105500",-5.06386352337557,4.50682883856503,0,0
"gene:MD07G1306900",-5.05768594548888,7.99205710460448,0,0
"gene:MD14G1153000",4.99253607647154,4.95328234258702,0,0
"gene:MD04G1003300",-4.9360180219654,6.80630738696395,0,0
"gene:MD03G1095100",-4.92108295021743,4.25548220516815,0,0
"gene:MD13G1043200",-4.79966923758063,6.768463010331,0,0
"gene:MD01G1044100",-4.7924670673368,6.29750349808634,0,0
"gene:MD02G1069600",-4.77326862608527,4.78693228280993,0,0
"gene:MD06G1138200",-4.75908538583686,7.51370723634191,0,0
"gene:MD05G1017100",-4.75127222065523,5.44775071719735,0,0
"gene:MD15G1309900",-4.74909249719696,5.93180384713382,0,0
"gene:MD10G1265400",-4.72417728215928,6.04174798407869,0,0
"gene:MD04G1096200",-4.71576080747059,5.40202802750903,0,0
"gene:MD14G1238600",-4.69884995567203,4.53819289341338,0,0
"gene:MD07G1174800",-4.63298705876724,6.47814790619423,0,0
"gene:MD17G1218600",-4.63088143831996,5.10754803319035,0,0
"gene:MD07G1261900",-4.62316829972101,4.89747807802233,0,0
"gene:MD15G1197200",4.61896629120974,4.59452342494145,0,0
"gene:MD14G1042900",-4.59830477814404,5.62106174402542,0,0
"gene:MD06G1016500",-4.56408843821559,7.41506986552494,0,0
"gene:MD13G1212100",-4.56254072440736,4.79214557840466,0,0
"gene:MD04G1225000",-4.54884470253115,6.1153358040308,0,0
"gene:MD01G1073600",-4.54192729309679,8.63812883796211,0,0
"gene:MD04G1191700",-4.52893148854577,9.66518644336072,0,0
"gene:MD00G1068500",-4.51860665032331,4.25736871383947,0,0
"gene:MD09G1042100",-4.48628160909997,6.36355290116578,0,0
"gene:MD08G1162600",-4.47854569412737,4.79019293270786,0,0
"gene:MD15G1132000",4.4680568655337,4.31105004567531,0,0
"gene:MD09G1095200",-4.44661920135499,5.21285481183226,0,0
"gene:MD08G1007200",-4.43688378603218,5.54783433554627,0,0
"gene:MD05G1145700",-4.42876229027338,4.38187680875987,0,0
"gene:MD07G1255000",4.39163653478465,4.27984529567988,0,0
"gene:MD13G1191300",-4.39125455520149,4.64505145289155,0,0
"gene:MD15G1442300",-4.37121780541807,4.89989505379549,0,0
"gene:MD16G1119500",-4.35669964134474,4.61227023318311,0,0
"gene:MD02G1057500",-4.32505018030491,5.85667288851589,0,0
"gene:MD15G1348200",-4.31761381545876,5.17644218420833,0,0
"gene:MD11G1200600",-4.31656427838431,4.62108501407492,0,0
"gene:MD10G1179100",4.30593331741503,5.07215809294614,0,0
"gene:MD14G1223300",-4.29174101150146,4.83760326440813,0,0
"gene:MD16G1028800",-4.28508499462958,4.32186718382925,0,0
"gene:MD03G1260100",-4.27783114859815,4.45600614265514,0,0
"gene:MD00G1040000",-4.26666338090179,5.13857479090058,0,0
"gene:MD08G1173200",-4.26574061942805,4.37581335274798,0,0
"gene:MD14G1020100",-4.26518097013097,5.4613133361209,0,0
"gene:MD12G1000800",-4.26338531771762,5.73100530774934,0,0
"gene:MD14G1015300",-4.25609292356172,5.60226696298335,0,0
"gene:MD11G1023100",-4.23770357656384,6.89346560264233,0,0
"gene:MD05G1336200",-4.23586162629542,4.86073651561872,0,0
"gene:MD07G1287000",-4.227516806158,4.4900867094751,0,0
"gene:MD05G1289300",-4.227156223808,5.87121583727436,0,0
"gene:MD15G1178700",-4.21070163876461,4.25170397674564,0,0
"gene:MD06G1006500",-4.19327676089577,6.29475442603679,0,0
"gene:MD16G1051600",-4.18557760150038,7.57981172839308,0,0
"gene:MD10G1198300",-4.18470703449867,4.55668950596536,0,0
"gene:MD08G1216100",-4.17540303462389,5.35128292107496,0,0
"gene:MD15G1244500",-4.16260782763097,5.08117419387127,0,0
"gene:MD06G1023500",-4.1615356070002,6.22876875566861,0,0
"gene:MD11G1054100",-4.13412367268639,8.39822864518558,0,0
"gene:MD02G1157800",-4.12784574622272,7.43738808373312,0,0
"gene:MD11G1051300",-4.11285702825987,5.63599805027926,0,0
"gene:MD11G1027500",-4.10401178214907,7.82890727201089,0,0
"gene:MD12G1073700",-4.10339364475002,4.83128725014395,0,0
"gene:MD02G1165300",-4.07944016558988,4.96192366864964,0,0
"gene:MD07G1186300",-4.05231286512921,5.37969580183444,0,0
"gene:MD15G1435300",-4.04372856610703,4.53741798545426,0,0
"gene:MD12G1017600",-4.04265596913742,4.40842763407329,0,0
"gene:MD09G1280400",4.02456713111416,5.54599336983455,0,0
"gene:MD15G1387600",-4.02357344839272,4.87800014128762,0,0
"gene:MD02G1140100",-4.02333514209834,6.83989135861259,0,0
"gene:MD08G1178000",-4.01769886934435,4.63057441638004,0,0
"gene:MD15G1358500",-4.01660294232067,4.53896921685495,0,0
"gene:MD10G1214300",-4.00248828505929,4.31010513363916,0,0
"gene:MD15G1187300",3.99524909004906,5.47117804918848,0,0
"gene:MD11G1272500",-3.99351824039332,5.01025423848404,0,0
"gene:MD15G1154800",-3.99171030019902,8.10441651571489,0,0
"gene:MD17G1132900",-3.97646739375466,6.98436209175125,0,0
"gene:MD05G1083900",-3.97099446025864,7.07842466692278,0,0
"gene:MD06G1057100",-3.94204901865223,4.88411564022083,0,0
"gene:MD15G1363500",-3.94097616269192,4.59596953138727,0,0
"gene:MD03G1183500",-3.92166147902043,5.38142653600086,0,0
"gene:MD10G1062300",-3.91627195386901,8.14151323423391,0,0
"gene:MD05G1000500",-3.9073087765077,6.44606296814638,0,0
"gene:MD14G1219500",-3.89585208523439,7.60687200645913,0,0
"gene:MD15G1006300",-3.87568182375025,6.95982013866506,0,0
"gene:MD15G1131700",3.87406105394747,6.10685690737271,0,0
"gene:MD07G1305400",-3.87160380269418,5.11588879227417,0,0
"gene:MD07G1237500",3.85320159111881,4.3662712231217,0,0
"gene:MD06G1102300",-3.85022297117,4.73712462681184,0,0
"gene:MD11G1095300",-3.83482636770702,8.56496752017427,0,0
"gene:MD01G1111200",-3.82688940267334,4.88289468345302,0,0
"gene:MD02G1093500",3.82043155402249,8.45341788664597,0,0
"gene:MD08G1163300",-3.81642807941186,5.13601602564794,0,0
"gene:MD10G1215200",-3.81114151264034,6.07527819784261,0,0
"gene:MD16G1026000",-3.80819205502496,5.90619448702899,0,0
"gene:MD05G1059300",-3.78418101594002,5.26721316235666,0,0
"gene:MD15G1203500",3.77985353637741,4.85083085337281,0,0
"gene:MD15G1272500",-3.76987344556236,7.18021143574842,0,0
"gene:MD05G1086900",3.76980093715976,5.51794638953693,0,0
"gene:MD17G1150300",-3.75693512057648,5.59109682137357,0,0
"gene:MD05G1163300",-3.73656549652305,5.1447023192016,0,0
"gene:MD03G1172000",-3.73412155900777,5.49167099029289,0,0
"gene:MD02G1317800",-3.72333876468287,9.9095851500952,0,0
"gene:MD16G1083800",-3.71618488887092,4.684132561448,0,0
"gene:MD16G1064200",-3.71600131702344,6.5661707327552,0,0
"gene:MD01G1213600",-3.69867275490983,6.83311471295695,0,0
"gene:MD09G1224500",-3.69361524939756,4.46092547740807,0,0
"gene:MD14G1072000",-3.68222344649345,4.63275609509388,0,0
"gene:MD10G1086500",-3.67626782652763,4.59671505471169,0,0
"gene:MD14G1219000",-3.67572070970969,4.95031361345715,0,0
"gene:MD01G1053700",-3.67444070417321,6.2457315302764,0,0
"gene:MD17G1003500",-3.67042325460495,6.51310073492633,0,0
"gene:MD13G1101200",-3.66722182607988,5.13088242885092,0,0
"gene:MD05G1122100",-3.65953895327301,5.3459775264283,0,0
"gene:MD09G1195100",-3.65849489073643,5.17145217240917,0,0
"gene:MD13G1087400",-3.65384726373262,5.08277151070552,0,0
"gene:MD04G1173100",-3.64915062211006,5.22302478175936,0,0
"gene:MD15G1033900",-3.64754835767834,4.67921736841297,0,0
"gene:MD06G1235500",-3.62997524522745,5.31869360411194,0,0
"gene:MD08G1092400",-3.62713866820134,7.0108748481062,0,0
"gene:MD17G1243400",-3.60896759546093,5.79212401078697,0,0
"gene:MD02G1115000",-3.6052256592787,4.80251720281587,0,0
"gene:MD08G1236800",-3.60262596732206,4.57948237138759,0,0
"gene:MD15G1291700",3.60066187524138,9.15397410581202,0,0
"gene:MD16G1056700",-3.59166318472677,5.07530808626087,0,0
"gene:MD03G1034900",-3.59045274070497,7.29469698760244,0,0
"gene:MD05G1358300",3.58864531024452,5.74056985532707,0,0
"gene:MD10G1171800",-3.58383248109793,4.87370460773457,0,0
"gene:MD05G1021100",3.576501073522,5.0119882129163,0,0
"gene:MD09G1292900",-3.56293885051336,6.56579163772505,0,0
"gene:MD11G1115000",3.55521894005675,9.27238621717074,0,0
"gene:MD10G1258000",-3.54930853263439,4.68132623418232,0,0
"gene:MD06G1201700",-3.54675452269308,7.08587714886011,0,0
"gene:MD17G1046500",-3.54324747654753,5.47312931508462,0,0
"gene:MD16G1176400",-3.54290468322369,4.82812000051204,0,0
"gene:MD14G1162200",-3.51444551357773,4.76124846712125,0,0
"gene:MD17G1215200",-3.50611896178633,5.34331729465742,0,0
"gene:MD05G1260400",-3.50127972893004,6.35719877501272,0,0
"gene:MD12G1143700",-3.48553773286931,8.05603214254896,0,0
"gene:MD16G1229100",-3.4816855245821,4.94622819097362,0,0
"gene:MD06G1077900",-3.47197146807028,4.62839151750075,0,0
"gene:MD03G1107900",-3.46869378446053,4.63420872133916,0,0
"gene:MD08G1025800",3.46522505603357,8.93245637220104,0,0
"gene:MD10G1321500",-3.46515305703361,6.28277380880255,0,0
"gene:MD01G1065800",-3.43621148838042,5.12882443438891,0,0
"gene:MD04G1151300",-3.42981586995254,6.62486609399978,0,0
"gene:MD03G1228300",-3.42939370452816,5.32185162006547,0,0
"gene:MD09G1127000",3.42562339930065,8.57911780161292,0,0
"gene:MD09G1082900",-3.42512595612026,5.85729917144228,0,0
"gene:MD04G1057200",-3.4235613279051,4.70293762537861,0,0
"gene:MD15G1216100",-3.42304170680492,6.17267306541195,0,0
"gene:MD02G1028800",3.40397922352044,5.52696301021654,0,0
"gene:MD05G1216300",-3.39259265356965,4.61668621606753,0,0
"gene:MD15G1411600",-3.37855588597514,5.3731913212701,0,0
"gene:MD05G1112000",-3.37457025002365,6.94161789512746,0,0
"gene:MD10G1063600",-3.36986292039705,5.53390355873142,0,0
"gene:MD00G1104700",-3.34915389931687,6.01134802294753,0,0
"gene:MD15G1428700",-3.34743026657953,7.61563588030097,0,0
"gene:MD05G1213700",-3.33588196206938,5.11485074816798,0,0
"gene:MD17G1048800",-3.33323480250605,4.70777320037073,0,0
"gene:MD17G1123800",-3.32503046900363,5.5996719591433,0,0
"gene:MD04G1031300",3.31391227123227,5.30286990744925,0,0
"gene:MD17G1269000",-3.29817467668012,6.17741250330788,0,0
"gene:MD10G1192100",-3.28204736081206,4.6615252993752,0,0
"gene:MD14G1227500",-3.27729484043597,4.83697557430442,0,0
"gene:MD15G1427500",-3.2746286364346,4.86135932199439,0,0
"gene:MD05G1169600",-3.27389768460811,8.0758720934036,0,0
"gene:MD11G1306700",-3.27124943308904,5.12418227329579,0,0
"gene:MD02G1259200",-3.2694285536166,5.91697510686194,0,0
"gene:MD10G1125400",-3.26678940771718,6.20209905420226,0,0
"gene:MD17G1229400",-3.26672861337052,7.68907109458722,0,0
"gene:MD15G1372200",3.26068898285273,7.81541104494508,0,0
"gene:MD06G1032500",-3.2500488373564,4.91670138076536,0,0
"gene:MD08G1057600",-3.24656885145649,5.01081560227903,0,0
"gene:MD10G1153700",3.24290822190973,5.65945092572856,0,0
"gene:MD07G1206700",3.23613752652078,9.46747450723999,0,0
"gene:MD09G1028900",3.22663695690756,9.29854783923447,0,0
"gene:MD12G1240300",-3.22149353898861,5.60523639263266,0,0
"gene:MD07G1184900",-3.21647929515298,4.67710684871226,0,0
"gene:MD15G1246200",-3.20827640086582,6.16741899797222,0,0
"gene:MD09G1224200",-3.20480584979243,7.26911494043798,0,0
"gene:MD09G1000800",-3.20330937089895,6.81290843162832,0,0
"gene:MD07G1134800",-3.19173011251325,5.33709070636045,0,0
"gene:MD02G1132200",-3.1880752421332,6.94863960555382,0,0
"gene:MD03G1165600",-3.1800165729098,4.79604622876822,0,0
"gene:MD17G1033700",-3.1798718987725,4.65152192931297,0,0
"gene:MD15G1289400",3.17226567763258,4.85892561357373,0,0
"gene:MD17G1281900",-3.17018212377037,8.48040403109898,0,0
"gene:MD15G1076600",-3.16285569625911,6.28485800937563,0,0
"gene:MD02G1140000",-3.16093061878221,9.08491047362021,0,0
"gene:MD04G1070300",-3.15456997516477,7.50859395354379,0,0
"gene:MD01G1032200",-3.15349093422534,4.74588433649934,0,0
"gene:MD07G1061500",-3.14830099247295,5.11485160260132,0,0
"gene:MD06G1002800",-3.14652919135297,6.04339724047279,0,0
"gene:MD07G1141400",-3.13973014481975,5.17744240838786,0,0
"gene:MD12G1155300",3.13757722023542,6.39615652480688,0,0
"gene:MD03G1085700",-3.13188498970311,5.38402167798761,0,0
"gene:MD06G1175500",-3.12882334137603,7.11957525681557,0,0
"gene:MD15G1334400",-3.12831651720575,4.90471958751074,0,0
"gene:MD12G1149800",-3.1276242517487,5.13191272320174,0,0
"gene:MD07G1136200",-3.11729358843388,5.57908766061231,0,0
"gene:MD02G1151000",3.11549939164471,4.99964577567123,0,0
"gene:MD16G1191400",-3.10769421293537,5.70982044661532,0,0
"gene:MD12G1197200",-3.10686831477506,4.75659093901986,0,0
"gene:MD00G1125400",-3.10581033026744,7.12281108823963,0,0
"gene:MD15G1033000",-3.10407780227071,5.38013288938067,0,0
"gene:MD05G1111300",-3.09478533403582,4.93802284928834,0,0
"gene:MD16G1006000",-3.09252625456423,5.13037029152496,0,0
"gene:MD08G1135800",-3.0842413623729,4.78693623375807,0,0
"gene:MD05G1282700",3.08418931353596,7.05660896999192,0,0
"gene:MD13G1160700",3.08373875163696,5.54984110140315,0,0
"gene:MD16G1129900",-3.08138842252998,6.72468070157788,0,0
"gene:MD09G1231700",-3.07678698664616,5.88042896656497,0,0
"gene:MD08G1104000",3.07524226460897,6.8050488404324,0,0
"gene:MD09G1028800",3.07188369101814,6.8231462253398,0,0
"gene:MD11G1169900",-3.06797835884628,5.09863936746885,0,0
"gene:MD07G1281600",3.06130480055059,5.00470672714781,0,0
"gene:MD04G1031400",3.05572494534707,5.8780736527139,0,0
"gene:MD09G1045700",-3.05564991538741,5.26440603788535,0,0
"gene:MD03G1223800",-3.04961557708155,4.99564520064114,0,0
"gene:MD10G1017300",-3.03894398809614,5.12624861246223,0,0
"gene:MD02G1255300",-3.034257191762,5.20994111939869,0,0
"gene:MD07G1002000",-3.03385092670045,7.32704899647398,0,0
"gene:MD06G1217200",-3.01860934935389,4.89263749935362,0,0
"gene:MD04G1216600",-3.00929931539908,5.13294084334536,0,0
"gene:MD05G1106800",3.00401800516155,8.26201176822495,0,0
"gene:MD05G1054800",-3.00011508656723,6.43653275995082,0,0
"gene:MD11G1070800",2.98035587236958,6.24133722163818,0,0
"gene:MD15G1303500",2.9795425043934,9.24581044528871,0,0
"gene:MD09G1097200",-2.97509780407569,6.680918545273,0,0
"gene:MD02G1290900",-2.9740996298066,4.89687794066622,0,0
"gene:MD10G1140700",2.96869580654137,4.80836456403956,0,0
"gene:MD17G1049600",2.96662976880929,5.35971620734428,0,0
"gene:MD07G1053900",-2.96214016708319,5.0390457674986,0,0
"gene:MD12G1131800",-2.95258438727993,4.96134917715229,0,0
"gene:MD10G1311000",-2.94048006748353,9.16508749719011,0,0
"gene:MD14G1032100",-2.93856566682634,5.71669135044761,0,0
"gene:MD15G1208500",-2.92468127120004,4.98657939522882,0,0
"gene:MD01G1154100",-2.92331179719722,5.24457897027045,0,0
"gene:MD09G1255700",2.91362295871364,5.11021855020978,0,0
"gene:MD07G1175900",-2.90857227905747,5.88226453584908,0,0
"gene:MD13G1174700",-2.90835220284635,5.45105709557977,0,0
"gene:MD15G1441800",-2.90484050693294,6.52704914780441,0,0
"gene:MD02G1299000",-2.90427980760742,5.24410378984358,0,0
"gene:MD11G1027800",-2.90185477980586,5.25405493193023,0,0
"gene:MD09G1079600",-2.89965831495647,6.82440640956009,0,0
"gene:MD06G1037700",-2.89504481818094,5.02748921425231,0,0
"gene:MD16G1069300",-2.88651646860189,4.84640429301134,0,0
"gene:MD11G1131700",-2.88567267186806,4.83508421187849,0,0
"gene:MD02G1005800",2.88249867591967,5.71059204892597,0,0
"gene:MD00G1107800",-2.88132670195959,5.73033421187478,0,0
"gene:MD10G1197600",-2.8783375544156,5.1719554853007,0,0
"gene:MD05G1205800",-2.87390502187447,5.69215457316078,0,0
"gene:MD04G1071000",-2.87316512748999,6.01358464140203,0,0
"gene:MD09G1167700",-2.87307665046752,10.2507011090218,0,0
"gene:MD08G1063400",2.87089586029479,5.4634323159408,0,0
"gene:MD04G1246200",-2.86272296465608,6.3541247611924,0,0
"gene:MD09G1081000",-2.85266140544306,5.53623868568521,0,0
"gene:MD06G1161400",2.84458452722764,8.84240366514379,0,0
"gene:MD14G1193100",-2.82410952433179,8.37685872477105,0,0
"gene:MD14G1213600",-2.82196207375287,6.0784895127704,0,0
"gene:MD08G1121600",2.81752926606976,6.52484121147407,0,0
"gene:MD00G1061800",-2.80757879420965,6.89211870329257,0,0
"gene:MD00G1019700",-2.80162365444087,5.06673347535065,0,0
"gene:MD12G1018200",2.79825067002728,5.34116197279364,0,0
"gene:MD01G1061400",-2.79760933027622,5.39219990489918,0,0
"gene:MD03G1231800",-2.79713746119543,5.59856005793352,0,0
"gene:MD02G1106500",2.79433192243902,5.216315673507,0,0
"gene:MD13G1026200",-2.78312586843603,4.97115020462674,0,0
"gene:MD00G1204700",-2.78221052673713,6.30003579243297,0,0
"gene:MD17G1227300",-2.77789227113777,5.07584602711036,0,0
"gene:MD17G1113400",-2.77785035533552,6.2278185191083,0,0
"gene:MD02G1171900",-2.7757639303673,5.54089159468842,0,0
"gene:MD01G1072100",-2.77382439690654,6.2033275706747,0,0
"gene:MD14G1043600",2.77197443132853,7.22786324428202,0,0
"gene:MD10G1195700",-2.76825196187231,5.69006246034099,0,0
"gene:MD02G1020700",2.76731118954108,5.8332549008716,0,0
"gene:MD17G1128600",-2.76039317999079,6.63197803285609,0,0
"gene:MD08G1016600",2.75869335978702,6.54409037542724,0,0
"gene:MD01G1062800",2.75693154414097,7.41692499404349,0,0
"gene:MD03G1002900",-2.75664552663598,6.81819491161258,0,0
"gene:MD13G1101400",-2.75480546624601,5.8089427699252,0,0
"gene:MD11G1046500",-2.7541568036955,4.99508148379855,0,0
"gene:MD09G1168300",-2.74439566995832,5.06350390548613,0,0
"gene:MD02G1135700",-2.7397224835186,5.89473838938754,0,0
"gene:MD05G1113900",-2.73780505835119,5.22640292073132,0,0
"gene:MD13G1263800",-2.73624251394719,6.18783794063175,0,0
"gene:MD17G1066300",-2.73561425436744,5.31417574033147,0,0
"gene:MD10G1332700",2.7244982553138,7.47126311331087,0,0
"gene:MD10G1092200",-2.72203821950307,5.96537064946077,0,0
"gene:MD07G1166600",-2.71726728973954,5.25594348443433,0,0
"gene:MD03G1117300",-2.70871740079417,8.66391522602116,0,0
"gene:MD00G1036300",-2.70456897080479,6.99147821783727,0,0
"gene:MD15G1071400",-2.70391149470644,6.28694145762176,0,0
"gene:MD15G1170000",2.69586020712989,5.72121997170454,0,0
"gene:MD11G1247800",-2.68786623092122,6.55625977826484,0,0
"gene:MD09G1192100",2.68765320227545,5.24178272484059,0,0
"gene:MD10G1086700",-2.6851079512679,6.07154103996644,0,0
"gene:MD07G1037300",-2.68283063431495,4.98088513825903,0,0
"gene:MD08G1152200",2.67061937938541,5.53203147864082,0,0
"gene:MD11G1095000",-2.66946835742027,5.20750677546995,0,0
"gene:MD08G1023900",2.66912892074901,5.60605265256158,0,0
"gene:MD10G1218100",2.66451945667272,5.92895140175318,0,0
"gene:MD05G1274700",2.65946434254926,9.07678757195428,0,0
"gene:MD05G1047300",-2.65545474404477,6.58018743637818,0,0
"gene:MD04G1164600",2.65543475525574,8.43119257315835,0,0
